0.0e3 -3.0e3 0.0e3
5.0e3 -3.0e3 0.0e3
20.0e3 -3.0e3 0.0e3
4.0e3 -3.0e3 -5.0e3
4.0e3 -3.0e3 -5.1e3
4.0e3 -3.0e3 -5.5e3
5.0e3 -3.0e3 -5.0e3
5.0e3 -3.0e3 -5.1e3
5.0e3 -3.0e3 -5.5e3
0.0e3 -3.0e3 -10.0e3
5.0e3 -3.0e3 -10.0e3
6.0e3 -3.0e3 -10.0e3
6.0e3 -3.0e3 -9.0e3
6.0e3 -3.0e3 -8.0e3
6.0e3 -3.0e3 -7.0e3
6.0e3 -3.0e3 -6.0e3
6.0e3 -3.0e3 -5.0e3
10.0e3 -3.0e3 -10.0e3
20.0e3 -3.0e3 -10.0e3
7.0e3 -3.0e3 -11.0e3
7.0e3 -3.0e3 -10.0e3
7.0e3 -3.0e3 -9.0e3
7.5e3 -3.0e3 -11.0e3
7.5e3 -3.0e3 -10.0e3
7.5e3 -3.0e3 -9.0e3
12.5e3 -3.0e3 -11.0e3
12.5e3 -3.0e3 -10.0e3
12.5e3 -3.0e3 -9.0e3
12.5e3 -3.0e3 -7.0e3
